,DBN,SchoolName,SchoolType,Rating
967,Q195,P.S. 195 William Haberle,Elementary,3.0
968,Q208,P.S. / I.S. 208,K-8,3.0
969,Q231,I.S. 231 Magnetech 2000,Middle,
970,Q238,I.S. 238 - Susan B. Anthony Academy,Middle,3.0
971,Q259,Pathways College Preparatory School: A College Board School,Middle,2.0
972,Q268,PS/IS 268,K-8,3.0
973,Q270,The Gordon Parks School,K-8,2.0
974,Q283,Preparatory Academy for Writers: A College Board School,Middle,4.0
975,Q295,P.S./I.S. 295,K-8,4.0
976,Q327,EAGLE ACADEMY FOR YOUNG MEN III,Middle,3.0
977,Q355,Collaborative Arts Middle School,Middle,3.0
978,Q356,Community Voices Middle School,Middle,1.0
979,Q002,P.S. 002 Alfred Zimberg,Elementary,2.0
980,Q010,I.S. 010 Horace Greeley,Middle,4.0
981,Q011,P.S. 011 Kathryn Phelan,Elementary,4.0
982,Q017,P.S. 017 Henry David Thoreau,Elementary,4.0
983,Q069,P.S. 069 Jackson Heights,Elementary,5.0
984,Q070,P.S. 070 Queens,Elementary,4.0
985,Q076,P.S. 076 William Hallet,Elementary,4.0
986,Q078,P.S./I.S. 78Q,Elementary,5.0
987,Q084,P.S. 084 Steinway,K-8,3.0
988,Q085,P.S. 085 Judge Charles Vallone,Elementary,5.0
989,Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,4.0
990,Q111,P.S. 111 Jacob Blackwell,K-8,3.0
991,Q112,P.S. 112 Dutch Kills,Elementary,5.0
992,Q122,P.S. 122 Mamie Fay,K-8,5.0
993,Q126,Albert Shanker School for Visual and Performing Arts,Middle,3.0
994,Q127,P.S. 127 Aerospace Science Magne,K-8,3.0
995,Q141,I.S. 141 The Steinway,Middle,5.0
996,Q145,I.S. 145 Joseph Pulitzer,Middle,4.0
997,Q148,P.S. 148 Queens,Elementary,3.0
998,Q149,P.S. 149 Christa Mcauliffe,Elementary,3.0
999,Q150,P.S. 150 Queens,Elementary,5.0
1000,Q151,P.S. 151 Mary D. Carter,Elementary,3.0
1001,Q152,P.S. 152 Gwendoline N. Alleyne School,Elementary,5.0
1002,Q166,P.S. 166 Henry Gradstein,Elementary,4.0
1003,Q171,P.S. 171 Peter G. Van Alst,Elementary,3.0
1004,Q204,I.S. 204 Oliver W. Holmes,Middle,4.0
1005,Q212,P.S. 212,Elementary,4.0
1006,Q227,I.S. 227 Louis Armstrong,Middle,5.0
1007,Q230,I.S. 230,Middle,5.0
1008,Q234,P.S. 234,Elementary,2.0
1009,Q235,Academy for New Americans,Middle,5.0
1010,Q286,"Young Women's Leadership School, Astoria",Middle,4.0
1011,Q580,Baccalaureate School for Global Education,Middle,5.0
1012,R001,P.S. 001 Tottenville,Elementary,4.0
1013,R002,I.S. R002 George L. Egbert,Middle,3.0
1014,R003,P.S. 003 The Margaret Gioiosa School,Elementary,3.0
1015,R004,P.S. 004 Maurice Wollin,Elementary,4.0
1016,R005,P.S. 005 Huguenot,Elementary,3.0
1017,R006,P.S. 6 Corporal Allan F. Kivlehan School,Elementary,1.0
1018,R007,I.S. 007 Elias Bernstein,Middle,4.0
1019,R008,P.S. 8 Shirlee Solomon,Elementary,5.0
1020,R011,P.S. 11 Thomas Dongan School,Elementary,5.0
1021,R013,P.S. 013 M. L. Lindemeyer,Elementary,4.0
1022,R014,P.S. 014 Cornelius Vanderbilt,Elementary,
1023,R016,P.S. 016 John J. Driscoll,Elementary,3.0
1024,R018,P.S. 018 John G. Whittier,Elementary,3.0
1025,R019,P.S. 019 The Curtis School,Elementary,4.0
1026,R020,P.S. 020 Port Richmond,Elementary,3.0
1027,R021,P.S. 21 Margaret Emery-Elm Park,Elementary,4.0
1028,R022,P.S. 022 Graniteville,Elementary,3.0
1029,R023,P.S. 023 Richmondtown,Elementary,4.0
1030,R024,I.S. 024 Myra S. Barnes,Middle,3.0
1031,R026,P.S. 026 The Carteret School,Elementary,5.0
1032,R027,I.S. 027 Anning S. Prall,Middle,3.0
1033,R029,P.S. 029 Bardwell,Elementary,3.0
1034,R030,P.S. 030 Westerleigh,Elementary,3.0
1035,R031,P.S. 031 William T. Davis,Elementary,4.0
1036,R032,P.S. 032 The Gifford School,Elementary,3.0
1037,R034,I.S. 034 Tottenville,Middle,4.0
1038,R035,P.S. 35 The Clove Valley School,Elementary,4.0
1039,R036,P.S. 036 J. C. Drumgoole,Elementary,3.0
1040,R038,P.S. 038 George Cromwell,Elementary,4.0
1041,R039,P.S. 39 Francis J. Murphy Jr.,Elementary,4.0
1042,R041,P.S. 041 New Dorp,Elementary,3.0
1043,R042,P.S. 042 Eltingville,Elementary,3.0
1044,R044,P.S. 044 Thomas C. Brown,Elementary,4.0
1045,R045,P.S. 045 John Tyler,Elementary,2.0
1046,R046,P.S. 046 Albert V. Maniscalco,Elementary,3.0
1047,R048,P.S. 048 William C. Wilcox,Elementary,3.0
1048,R049,I.S. 49 Berta A. Dreyfus,Middle,4.0
1049,R050,P.S. 050 Frank Hankinson,Elementary,4.0
1050,R051,I.S. 051 Edwin Markham,Middle,4.0
1051,R052,P.S. 052 John C. Thompson,Elementary,3.0
1052,R053,P.S. 053 Bay Terrace,Elementary,4.0
1053,R054,P.S. 054 Charles W. Leng,Elementary,3.0
1054,R055,P.S. 055 Henry M. Boehm,Elementary,3.0
1055,R056,P.S. 56 The Louis Desario School,Elementary,3.0
1056,R057,P.S. 057 Hubert H. Humphrey,Elementary,4.0
1057,R058,Space Shuttle Columbia School,Elementary,4.0
1058,R060,P.S. 060 Alice Austen,Elementary,3.0
1059,R061,I.S. 061 William A Morris,Middle,4.0
1060,R063,Marsh Avenue School for Expeditionary Learning,Middle,4.0
1061,R065,P.S. 65 The Academy of Innovative Learning,Elementary,3.0
1062,R069,P.S. 069 Daniel D. Tompkins,Elementary,3.0
1063,R072,I.S. 072 Rocco Laurie,Middle,4.0
1064,R075,I.S. 075 Frank D. Paulo,Middle,4.0
1065,R080,The Michael J. Petrides School,K-8,3.0
1066,R861,Staten Island School of Civic Leadership,K-8,5.0
1067,K045,P.S. 045 Horace E. Greene,K-8,2.0
1068,K075,P.S. 075 Mayda Cortiella,Elementary,4.0
1069,K086,P.S. 086 The Irvington,Elementary,5.0
1070,K106,P.S. 106 Edward Everett Hale,Elementary,3.0
1071,K116,P.S. 116 Elizabeth L Farrell,Elementary,4.0
1072,K123,P.S. 123 Suydam,Elementary,3.0
1073,K145,P.S. 145 Andrew Jackson,Elementary,1.0
1074,K151,P.S. 151 Lyndon B. Johnson,Elementary,3.0
1075,K162,J.H.S. 162 The Willoughby,Middle,4.0
1076,K274,P.S. 274 Kosciusko,Elementary,3.0
1077,K291,J.H.S. 291 Roland Hayes,Middle,3.0
1078,K296,I.S. 296 - The Anna Gonzalez Community School,Middle,
1079,K299,P.S. 299 Thomas Warren Field,Elementary,4.0
1080,K347,I.S. 347 School of Humanities,Middle,2.0
1081,K349,"I.S. 349 Math, Science & Tech.",Middle,4.0
1082,K376,P.S. 376,Elementary,4.0
1083,K377,P.S. 377 Alejandrina B. De Gautier,K-8,2.0
1084,K383,J.H.S. 383 Philippa Schuyler,Middle,3.0
1085,K384,P.S. /I.S. 384 Frances E. Carter,K-8,4.0
1086,K554,All City Leadership Secondary School,Middle,4.0
1087,K562,Evergreen Middle School for Urban Exploration,Middle,
1088,K355,Williamsburg Collegiate Charter School,Middle,5.0
1089,K356,Achievement First Crown Heights Charter School,K-8,3.0
1090,K357,KIPP AMP Charter School,Middle,3.0
1091,K358,Achievement First East New York Charter School,K-8,4.0
1092,K359,The Uft Charter School,K-8,1.0
1093,K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,Middle,
1094,K362,Hellenic Classical Charter School,K-8,3.0
1095,K379,Explore Excel Charter School,Elementary,3.0
1096,K386,Invictus Preparatory Charter School,Middle,4.0
1097,K508,Achievement First Endeavor Charter School,Middle,4.0
1098,K517,Leadership Prep Bedford Stuyvesant Charter School,K-8,4.0
1099,K536,Community Roots Charter School,Elementary,4.0
1100,K538,Achievement First Bushwick Charter School,K-8,5.0
1101,K593,Excellence Boys Charter School,K-8,4.0
1102,K608,Kings Collegiate Charter School,Middle,5.0
1103,K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,Elementary,5.0
1104,K648,Bedford Stuyvesant Collegiate Charter School,Middle,4.0
1105,K649,La Cima Charter School,Elementary,3.0
1106,K651,PAVE Academy Charter School,Elementary,4.0
1107,K652,Brooklyn Ascend Charter School,Elementary,2.0
1108,K701,Brooklyn Charter School,Elementary,3.0
1109,K702,Community Partnership Charter School,K-8,2.0
1110,K703,Beginning With Children Charter School,K-8,4.0
1111,K704,Explore Charter School,K-8,3.0
1112,K707,Brooklyn Prospect Charter School,Middle,4.0
1113,K710,Brownsville Collegiate Charter School,Middle,5.0
1114,K711,Leadership Preparatory Brownsville Charter School,Elementary,3.0
1115,K712,Excellence Girls Charter School,Elementary,5.0
1116,K726,Fahari Academy Charter School,Middle,1.0
1117,K730,Summit Academy Charter School,Middle,4.0
1118,K731,Brooklyn Excelsior Charter School,K-8,1.0
1119,K734,The Ethical Community Charter School (TECCS),Elementary,2.0
1120,K737,Brownsville Ascend Charter School,Elementary,3.0
1121,K740,Brooklyn Scholars Charter School,K-8,2.0
1122,K742,Explore Empower Charter School,Elementary,4.0
1123,K744,Coney Island Preparatory Public Charter School,Middle,4.0
1124,K746,Hebrew Language Academy Charter School,Elementary,1.0
1125,K777,Ocean Hill Collegiate Charter School,Middle,5.0
1126,K780,Brooklyn East Collegiate Charter School,Middle,5.0
1127,K782,Bedford Stuyvesant New Beginnings Charter School,Elementary,3.0
1128,K791,Brooklyn Dreams Charter School,Elementary,4.0
1129,K797,New Hope Academy Charter School,Elementary,2.0
1130,M065,Democracy Prep Endurance Charter School,Middle,
1131,M068,KIPP Washington Heights Middle School,Middle,
1132,M279,The Opportunity Charter School,Middle,4.0
1133,M284,Harlem Children's Zone Promise Academy 1 Charter School,K-8,3.0
1134,M320,Manhattan Charter School,Elementary,3.0
1135,M329,Harlem Link Charter School,Elementary,4.0
1136,M330,Girls Preparatory Charter School of New York,K-8,5.0
1137,M335,Harlem Village Academy Leadership Charter School,Middle,4.0
1138,M336,KIPP Infinity Charter School,Middle,5.0
1139,M341,Harlem Children's Zone Promise Academy II Charter School,K-8,3.0
1140,M350,Democracy Prep Charter School,Middle,5.0
1141,M351,Success Academy Charter School - Harlem 1,K-8,5.0
1142,M353,New Heights Academy Charter School,Middle,4.0
1143,M382,DREAM Charter School,Elementary,3.0
1144,M384,Success Academy Charter School - Harlem 2,Elementary,5.0
1145,M385,Success Academy Charter School - Harlem 3,Elementary,5.0
1146,M386,Success Academy Charter School - Harlem 4,Elementary,5.0
1147,M388,St. HOPE Leadership Academy Charter School,Middle,3.0
1148,M430,The Equity Project Charter School (TEP),Middle,5.0
1149,M478,Inwood Academy for Leadership Charter School,Middle,3.0
1150,M481,Democracy Prep Harlem Charter School,Middle,4.0
1151,M483,New York French American Charter School,Elementary,4.0
1152,M524,Innovate Manhattan Charter School,Middle,3.0
1153,M702,Sisulu-Walker Charter School of Harlem,Elementary,4.0
1154,M704,Harbor Science and Arts Charter School,K-8,4.0
1155,M705,Amber Charter School,Elementary,5.0
1156,M708,Harlem Prep Charter School,Elementary,5.0
1157,M709,Harlem Village Academy Charter School,Middle,3.0
1158,M726,KIPP STAR College Prep Charter School,Middle,4.0
1159,M861,Future Leaders Institute Charter School,K-8,4.0
1160,Q083,Central Queens Academy Charter School,Middle,
1161,Q170,Peninsula Preparatory Academy Charter School,Elementary,5.0
1162,Q304,VOICE Charter School of New York,Elementary,5.0
1163,Q321,Growing Up Green Charter School,Elementary,3.0
1164,Q341,Riverton Street Charter School,Elementary,5.0
1165,Q704,Merrick Academy - Queens Public Charter School,Elementary,3.0
1166,Q705,Renaissance Charter School,K-8,3.0
1167,Q706,Our World Neighborhood Charter School,K-8,3.0
1168,R067,John W. Lavelle Preparatory Charter School,Middle,4.0
1169,R073,New World Preparatory Charter School,Middle,5.0
1170,X165,Grand Concourse Charter School,Elementary,5.0
1171,X177,MOTT HALL CHARTER SCHOOL,Middle,
1172,X185,Bronx Lighthouse Charter School,K-8,4.0
1173,X255,Bronx Charter School for Excellence,K-8,4.0
1174,X258,Tech International Charter School,Middle,
1175,X309,South Bronx Charter School for International Cultures and the Arts,Elementary,3.0
1176,X345,Hyde Leadership Charter School,K-8,3.0
1177,X346,South Bronx Classical Charter School,Elementary,5.0
1178,X378,Icahn Charter School 2,K-8,5.0
1179,X389,Bronx Global Learning Institute for Girls Charter School,Elementary,3.0
1180,X394,Mott Haven Academy Charter School,Elementary,5.0
1181,X398,Bronx Community Charter School,Elementary,4.0
1182,X407,Bronx Charter School for Children,Elementary,4.0
1183,X419,Bronx Academy of Promise Charter School,Elementary,4.0
1184,X422,Icahn Charter School 3,Elementary,4.0
1185,X461,Metropolitan Lighthouse Charter School,Elementary,5.0
1186,X482,Dr. Richard Izquierdo Health and Science Charter School,Middle,3.0
1187,X487,Girls Preparatory Charter School of the Bronx,Elementary,5.0
1188,X488,The Equality Charter School,Middle,4.0
1189,X491,Academic Leadership Charter School,Elementary,4.0
1190,X496,Icahn Charter School 4,Elementary,5.0
1191,X703,Bronx Preparatory Charter School,Middle,3.0
1192,X704,KIPP Academy Charter School,K-8,5.0
1193,X705,Family Life Academy Charter School,K-8,4.0
1194,X706,Harriet Tubman Charter School,K-8,4.0
1195,X717,Icahn Charter School,K-8,4.0
1196,X718,Bronx Charter School for Better Learning,Elementary,4.0
1197,X730,Bronx Charter School for the Arts,Elementary,4.0
