,DBN,SchoolName,SchoolType,Rating
,X315,PS 315 LAB SCHOOL,K-8 School,4.0
,X331,THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIGAT,Middle School,5.0
,X340,PS 340,Elementary School,4.0
,X342,INTERNATIONAL SCHOOL OF LIBERAL ARTS,Middle School,4.0
,X360,PS 360,Elementary School,5.0
,X368,IN-TECH ACADEMY (MS/HS 368),Middle School,4.0
,X368,IN-TECH ACADEMY (MS/HS 368),High School,3.0
,X390,MS 390,Middle School,5.0
,X391,MS 391,Middle School,4.0
,X396,PS 396,Elementary School,2.0
,X399,MS 399,Middle School,3.0
,X412,BRONX HIGH SCHOOL OF BUSINESS,High School,3.0
,X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,Middle School,4.0
,X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,High School,4.0
,X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICA,High School,3.0
,X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,High School,4.0
,X434,BELMONT PREPARATORY HIGH SCHOOL,High School,3.0
,X437,FORDHAM HIGH SCHOOL FOR THE ARTS,High School,3.0
,X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNO,High School,3.0
,X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,High School,2.0
,X440,DEWITT CLINTON HIGH SCHOOL,High School,3.0
,X442,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,High School,4.0
,X445,BRONX HIGH SCHOOL OF SCIENCE,High School,5.0
,X475,JOHN F. KENNEDY HIGH SCHOOL,High School,2.0
,X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,High School,5.0
,X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL AT BRONX COMMU,High School,5.0
,X546,BRONX THEATRE HIGH SCHOOL,High School,4.0
,X549,DISCOVERY HIGH SCHOOL,High School,4.0
,X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SC,High School,3.0
,X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,High School,5.0
,X016,PS 016 WAKEFIELD,Elementary School,2.0
,X019,PS 019 JUDITH K. WEISS,K-8 School,4.0
,X021,PS 021 PHILLIP H SHERIDAN,Elementary School,4.0
,X041,PS 041 GUN HILL RD,Elementary School,3.0
,X068,PS 068 BRONX,Elementary School,3.0
,X076,PS 076 THE BENNINGTON SCHOOL,Elementary School,5.0
,X078,PS 078 ANNE HUTCHINSON,Elementary School,2.0
,X083,PS 083 DONALD HERTZ,K-8 School,4.0
,X087,PS 087 BRONX,Elementary School,4.0
,X089,PS 089 BRONX,K-8 School,4.0
,X096,PS 096 RICHARD RODGERS,Elementary School,3.0
,X097,PS 097 BRONX,Elementary School,4.0
,X103,PS 103 HECTOR FONTANEZ,Elementary School,3.0
,X105,PS 105 SEN ABRAHAM BERNSTEIN,Elementary School,3.0
,X106,PS 106 PARKCHESTER,Elementary School,1.0
,X108,PS 108 PHILIP J ABINANTI,Elementary School,3.0
,X111,PS 111 SETON FALLS,Elementary School,4.0
,X112,PS 112 BRONXWOOD,Elementary School,4.0
,X121,PS 121 THROOP,Elementary School,3.0
,X127,JHS 127 THE CASTLE HILL,Middle School,2.0
,X142,JHS 142 JOHN PHILIP SOUSA,Middle School,3.0
,X144,JHS 144 MICHELANGELO,Middle School,3.0
,X153,PS. 153 HELLEN KELLER,Elementary School,3.0
,X160,PS 160 WALT DISNEY,Elementary School,4.0
,X175,PS 175 CITY ISLAND,K-8 School,4.0
,X178,PS 178 DR SELMAN WAXMAN,Elementary School,3.0
,X180,I S 180 DANIEL HALE WILLIAMS,Middle School,4.0
,X181,I S 181 PABLO CASALS,Middle School,4.0
,X194,P.S./I.S. 194,K-8 School,3.0
,X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,Middle School,4.0
,X287,THE FORWARD SCHOOL,Middle School,3.0
,X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,High School,5.0
,X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,Middle School,3.0
,X290,BRONX ACADEMY OF HEALTH CAREERS,High School,5.0
,X299,ASTOR COLLEGIATE ACADEMY,High School,5.0
,X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,High School,3.0
,X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,High School,4.0
,X455,HARRY S TRUMAN HIGH SCHOOL,High School,4.0
,X541,GLOBAL ENTERPRISE HIGH SCHOOL,High School,4.0
,X542,PELHAM PREPARATORY ACADEMY,High School,4.0
,X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,High School,5.0
,X545,BRONX AEROSPACE HIGH SCHOOL,High School,5.0
,X006,PS 006 WEST FARMS,Elementary School,4.0
,X044,PS 044 DAVID C FARRAGUT,Elementary School,2.0
,X047,PS 047 JOHN RANDOLPH,Elementary School,2.0
,X050,PS 050 CLARA BARTON,Elementary School,1.0
,X057,PS 057 CRESCENT,Elementary School,3.0
,X061,PS 061 FRANCISCO OLLER,Elementary School,4.0
,X066,PS 066 SCH OF HIGHER EXPECTAT,Elementary School,2.0
,X067,PS 067 MOHEGAN SCHOOL,Elementary School,3.0
,X092,PS 092 BRONX,Elementary School,5.0
,X098,JHS 098 HERMAN RIDDER,Middle School,5.0
,X102,PS 102 JOSEPH O LORETAN,Elementary School,2.0
,X129,PS 129 TWIN PARKS UPPER,Middle School,3.0
,X134,PS 134 GEORGE F BRISTOW,Elementary School,3.0
,X150,PS 150 CHARLES JAMES FOX,Elementary School,4.0
,X190,IS 190,Middle School,5.0
,X195,PS 195,Elementary School,3.0
,X196,PS 196,Elementary School,4.0
,X198,PS 198,Elementary School,3.0
,X211,PS 211,K-8 School,3.0
,X212,PS 212,K-8 School,4.0
,X214,PS 214,K-8 School,4.0
,X216,BUS. SCHL. ENTREPREN. STUDIES,Middle School,2.0
,X217,SCHOOL OF PERFORMING ARTS,Middle School,5.0
,X242,MOTT HALL V,Middle School,5.0
,X245,NEW DAY ACADEMY,Middle School,2.0
,X267,BRONX LATIN,Middle School,5.0
,X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,Middle School,4.0
,X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,Middle School,3.0
,X271,EAST BRONX ACADEMY FOR THE FUTURE,Middle School,2.0
,X273,FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL,Middle School,5.0
,X286,FANNIE LOU HAMER MIDDLE SCHOOL,Middle School,1.0
,X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,High School,4.0
,X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,Elementary School,3.0
,X316,KAPPA III,Middle School,3.0
,X318,IS 318 MATH SCI &TECH THRU ART,Middle School,2.0
,X341,ACCION ACADEMY,Middle School,4.0
,X403,BRONX INTERNATIONAL HIGH SCHOOL,High School,5.0
,X404,SCHOOL FOR EXCELLENCE,High School,5.0
,X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,High School,4.0
,X543,HIGH SCHOOL FOR VIOLIN AND DANCE,High School,5.0
,X550,HIGH SCHOOL OF WORLD CULTURES,High School,4.0
,X680,BRONX COALITION COMMUNITY HIGH SCHOOL,High School,2.0
,X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,High School,4.0
,X684,WINGS ACADEMY,High School,4.0
,X690,MONROE ACADEMY FOR BUSINESS/LAW,High School,3.0
,X691,BRONX LITTLE SCHOOL,Elementary School,5.0
,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,High School,3.0
,K003,PS 003 THE BEDFORD VILLAGE,Elementary School,3.0
,K008,PS 008 ROBERT FULTON,Elementary School,3.0
,K009,PS 009 TEUNIS G BERGEN,Elementary School,4.0
,K011,PS 011 PURVIS J BEHAN,Elementary School,3.0
,K020,PS 020 CLINTON HILL,Elementary School,4.0
,K044,PS 044 MARCUS GARVEY,Elementary School,4.0
,K046,PS 046 EDWARD C BLUM,Elementary School,4.0
,K054,PS 054 SAMUEL C BARNES,Elementary School,3.0
,K056,PS 056 LEWIS H LATIMER,Elementary School,2.0
,K067,PS 067 CHARLES A DORSEY,Elementary School,4.0
,K093,PS 093 WILLIAM H PRESCOTT,Elementary School,5.0
,K103,SATELLITE THREE,Middle School,4.0
,K113,JHS 113/OLD 294 EDMONDS CNTR,Middle School,4.0
,K133,PS 133 WILLIAM A BUTLER,Elementary School,4.0
,K256,PS 256 BENJAMIN BANNEKER,Elementary School,3.0
,K265,JHS 265 SUSAN S. MCKINNEY,Middle School,5.0
,K265,JHS 265 SUSAN S. MCKINNEY,High School,4.0
,K266,MS 266 PARK PLACE COMM. MS,Middle School,4.0
,K270,PS 270 JOHANN DEKALB,Elementary School,1.0
,K282,PS 282 PARK SLOPE,Elementary School,3.0
,K287,PS 287 BAILEY K ASHFORD,Elementary School,1.0
,K301,SATELLITE EAST MIDDLE SCHOOL,Middle School,2.0
,K305,PS 305 DR PETER RAY,Elementary School,4.0
,K307,PS 307 DANIEL HALE WILLIAMS,Elementary School,2.0
,K313,SATELLITE WEST MIDDLE SCHOOL,Middle School,4.0
,K336,THE URBAN ASSEMBLY ACADEMY OF BUSINESS AND COMMUNI,Middle School,3.0
,K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TEC",High School,2.0
,K430,BROOKLYN TECHNICAL HIGH SCHOOL,High School,4.0
,K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,High School,5.0
,K499,ACORN COMMUNITY HIGH SCHOOL,High School,4.0
,K509,FREEDOM ACADEMY HIGH SCHOOL,High School,3.0
,K571,MS 571,Middle School,3.0
,K595,BEDFORD ACADEMY HIGH SCHOOL,High School,5.0
,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,High School,3.0
,K670,BENJAMIN BANNEKER ACADEMY,High School,4.0
,K016,PS 016 LEONARD DUNKLY,Elementary School,2.0
,K017,PS 017 HENRY D WOODWORTH,Elementary School,4.0
,K018,PS 018 EDWARD BUSH,Elementary School,5.0
,K019,PS 019 ROBERTO CLEMENTE,Elementary School,3.0
,K023,PS 023 CARTER C WOODSON,Elementary School,1.0
,K031,PS 031 SAMUEL F DUPONT,Elementary School,5.0
,K034,PS 034 OLIVER H PERRY,Elementary School,5.0
,K050,JHS 050 JOHN D WELLS,Middle School,5.0
,K059,PS 059 WILLIAM FLOYD,Elementary School,2.0
,K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,Middle School,3.0
,K084,PS 084 JOSE DE DIEGO,Elementary School,2.0
,K110,PS 110 THE MONITOR,Elementary School,4.0
,K120,PS 120 CARLOS TAPIA,Elementary School,4.0
,K126,JHS 126 JOHN ERICSSON,Middle School,2.0
,K132,PS 132 CONSELYA,Elementary School,5.0
,K147,PS 147 ISSAC REMSEN,Elementary School,5.0
,K157,PS 157 BENJAMIN FRANKLIN,Elementary School,5.0
,K196,PS 196 TEN EYCK,Elementary School,3.0
,K250,PS 250 GEORGE H LINDSAY,Elementary School,4.0
,K257,PS 257 JOHN F HYLAN,Elementary School,5.0
,K297,PS 297 ABRAHAM STOCKTON,Elementary School,3.0
,K318,JHS 318 EUGENIO MARIA DEHOSTOS,Middle School,4.0
,K330,THE URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONMEN,Middle School,5.0
,K380,PS 380 JOHN WAYNE ELEM.,Elementary School,4.0
,K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,High School,4.0
,K477,THE SCHOOL FOR LEGAL STUDIES,High School,3.0
,K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS, AND TECH",High School,5.0
,K577,CONSELYEA PREPARATORY SCHOOL,Middle School,5.0
,K582,MS 582,Middle School,3.0
,K610,AUTOMOTIVE HIGH SCHOOL,High School,1.0
,K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,High School,4.0
,K001,PS 001 THE BERGEN,Elementary School,4.0
,K010,"MAGNET SCH. OF MATH, SCI. AND DESIGN TECHNOLOGY",Elementary School,3.0
,K015,PS 015 PATRICK F. DALY,Elementary School,5.0
,K024,PS 024,Elementary School,5.0
,K029,PS 029 JOHN M HARRIGAN,Elementary School,4.0
,K032,PS 032 SAMUELS MILLS SPROLE,Elementary School,4.0
,K038,PS 038 THE PACIFIC,Elementary School,5.0
,K039,PS 039 HENRY BRISTOW,Elementary School,3.0
,K051,MS 51 WILLIAM ALEXANDER,Middle School,4.0
,K058,PS 058 THE CARROLL,Elementary School,2.0
,K088,JHS 088 PETER ROUGET,Middle School,5.0
,K094,PS 094 THE HENRY LONGFELLOW,Elementary School,5.0
,K107,PS 107 JOHN W KIMBALL,Elementary School,5.0
,K124,PS 124 SILAS B DUTCHER,Elementary School,5.0
,K130,PS 130 THE PARKSIDE,Elementary School,4.0
,K131,PS 131 BROOKLYN,Elementary School,4.0
,K136,IS 136 CHARLES O DEWEY,Middle School,4.0
,K146,PS 146,Elementary School,3.0
,K154,MAGNET SCHOOL FOR SCIENCE & TECHNOLOGY,Elementary School,2.0
,K169,PS 169 SUNSET PARK,Elementary School,4.0
,K172,PS 172 BEACON SCH OF EXCELLEN,Elementary School,5.0
,K230,PS 230 DORIS L COHEN,Elementary School,4.0
,K261,PS 261 PHILIP LIVINGSTON,Elementary School,3.0
,K295,PS 295,Elementary School,5.0
,K321,PS 321 WILLIAM PENN,Elementary School,4.0
,K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,Middle School,3.0
,K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,High School,3.0
,K442,NEW HORIZONS SCHOOL,Middle School,3.0
,K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,Middle School,5.0
,K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,Middle School,5.0
,K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,Middle School,5.0
,K462,SECONDARY SCHOOL FOR LAW,Middle School,3.0
,K462,SECONDARY SCHOOL FOR LAW,High School,3.0
,K463,SECONDARY SCHOOL FOR JOURNALISM,Middle School,5.0
,K463,SECONDARY SCHOOL FOR JOURNALISM,High School,3.0
,K464,SECONDARY SCHOOL FOR RESEARCH,Middle School,4.0
,K464,SECONDARY SCHOOL FOR RESEARCH,High School,3.0
,K497,SCHOOL FOR INTERNATIONAL STUDIES,Middle School,5.0
,K497,SCHOOL FOR INTERNATIONAL STUDIES,High School,4.0
,K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,High School,1.0
,K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,High School,2.0
,K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,High School,3.0
,K656,BROOKLYN HIGH SCHOOL OF THE ARTS,High School,3.0
,K821,SUNSET PARK PREP,Middle School,5.0
,K005,PS 005 DR. RONALD MCNAIR,Elementary School,1.0
,K021,PS 021 CRISPUS ATTUCKS,Elementary School,4.0
,K025,PS 025 EUBIE BLAKE SCHOOL,Elementary School,4.0
,K026,PS 026 JESSE OWENS,Elementary School,5.0
,K028,PS 028 THE WARREN,Elementary School,1.0
,K035,PS 035 STEPHEN DECATUR,Middle School,4.0
,K040,PS 040 GEORGE W CARVER,Elementary School,3.0
,K057,JHS 057 WHITELAW REID,Middle School,3.0
,K081,PS 081 THADDEUS STEVENS,Elementary School,5.0
,K243,PS 243 WEEKSVILLE,Elementary School,4.0
,K262,PS 262 EL HAJJ MALIK SHABAZZ,Elementary School,5.0
,K267,"MS 267 MATH, SCIENCE & TECH.",Middle School,1.0
,K304,PS 304 CASIMIR PULASKI,Elementary School,1.0
,K308,PS 308 CLARA CARDWELL,K-8 School,4.0
,K309,PS 309 GEORGE E WIBECAN,Elementary School,2.0
,K335,PS 335 GRANVILLE T WOODS,Elementary School,3.0
,K385,"School of Business, Finance and Entrepreneurship",Middle School,5.0
,K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,Middle School,3.0
,K455,BOYS AND GIRLS HIGH SCHOOL,High School,3.0
,K584,MS 584,Middle School,4.0
,K002,M S 002,Middle School,4.0
,K006,PS 006,Elementary School,4.0
,K012,PS 012,K-8 School,2.0
,K022,PS 022,Elementary School,2.0
,K061,M S 061 GLADSTONE H. ATWELL,Middle School,4.0
,K091,PS 091 THE ALBANY AVE. SCHOOL,Elementary School,4.0
,K092,PS 092 ADRIAN HEGEMAN,Elementary School,3.0
,K138,PS 138 BROOKLYN,K-8 School,3.0
,K161,PS 161 THE CROWN,K-8 School,4.0
,K167,PS 167 THE PARKWAY,Elementary School,2.0
,K181,PS 181 BROOKLYN,K-8 School,4.0
,K189,PS 189 LINCOLN TERRACE,K-8 School,5.0
,K191,PS 191 PAUL ROBESON,Elementary School,3.0
,K221,PS 221 TOSSAINT L'OUVERTURE,Elementary School,4.0
,K241,PS 241 EMMA L JOHNSTON,Elementary School,4.0
,K246,IS 246 WALT WHITMAN,Middle School,3.0
,K289,PS 289 GEORGE V BROWER,Elementary School,4.0
,K316,PS 316 ELIJAH STROUD,Elementary School,2.0
,K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,Middle School,4.0
,K340,IS 340,Middle School,2.0
,K352,EBBETS FIELD MIDDLE SCHOOL,Middle School,4.0
,K353,ELIJAH STROUD MIDDLE SCHOOL,Middle School,5.0
,K354,THE SCHOOL OF INTEGRATED LEARNING,Middle School,4.0
,K375,PS 375 JACKIE-ROBINSON SCHOOL,Elementary School,2.0
,K394,MS 394K,K-8 School,3.0
,K397,PS 397 FOSTER-LAURIE,Elementary School,3.0
,K398,PS 398 WALTER WEAVER,Elementary School,4.0
,K399,PS 399 STANLEY EUGENE CLARK,Elementary School,5.0
,K531,THE SCHOOL FOR HUMAN RIGHTS,Middle School,1.0
,K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,Middle School,1.0
,K543,"SCIENCE,TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH",High School,4.0
,K544,INTERNATIONAL ARTS BUSINESS SCHOOL,High School,4.0
,K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,High School,4.0
,K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,High School,4.0
,K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,High School,4.0
,K587,MIDDLE SCHOOL FOR THE ARTS,Middle School,3.0
,K590,MEDGAR EVERS PREPARATORY SCHOOL AT MEDGAR EVERS CO,Middle School,3.0
,K590,MEDGAR EVERS PREPARATORY SCHOOL AT MEDGAR EVERS CO,High School,4.0
,K600,CLARA BARTON HIGH SCHOOL,High School,4.0
,K625,PAUL ROBESON HIGH SCHOOL,High School,3.0
,K066,P.S. 66,K-8 School,5.0
,K068,IS 068 ISAAC BILDERSEE,Middle School,3.0
,K114,PS 114 RYDER ELEMENTARY,Elementary School,2.0
,K115,PS 115 DANIEL MUCATEL SCHOOL,Elementary School,5.0
,K135,PS 135 SHELDON A. BROOKNER,Elementary School,3.0
,K208,PS 208 ELSA EBELING,Elementary School,5.0
,K211,IS 211 JOHN WILSON,Middle School,5.0
,K219,PS 219 KENNEDY-KING,Elementary School,5.0
,K233,PS 233 LANGSTON HUGHES,Elementary School,4.0
,K235,PS 235 LENOX,K-8 School,3.0
,K244,PS 244 RICHARD R. GREEN,Elementary School,4.0
,K268,PS 268 EMMA LAZARUS,Elementary School,3.0
,K272,PS 272 CURTIS ESTABROOK,Elementary School,1.0
,K276,PS 276 LOUIS MARSHALL,Elementary School,3.0
,K279,PS 279 HERMAN SCHREIBER,Elementary School,3.0
,K285,IS 285 MEYER LEVIN,Middle School,3.0
,K500,CANARSIE HIGH SCHOOL,High School,1.0
,K007,PS 007 ABRAHAM LINCOLN,Elementary School,2.0
,K013,PS 013 ROBERTO CLEMENTE,Elementary School,4.0
,K065,PS 065 - THE LITTLE RED SCHOOL HOUSE,Elementary School,4.0
,K072,PS 072 ANNETTE P GOLDMAN,Elementary School,3.0
,K089,PS 089 CYPRESS HILLS,K-8 School,4.0
,K108,PS 108 SAL ABBRACCIAMENTO,Elementary School,3.0
,K149,PS 149 DANNY KAYE,Elementary School,5.0
,K158,PS 158 WARWICK,Elementary School,3.0
,K159,PS 159 ISAAC PITKIN,Elementary School,4.0
,K166,JHS 166 GEORGE GERSHWIN,Middle School,2.0
,K171,I S 171 ABRAHAM LINCOLN,Middle School,4.0
,K174,PS 174 DUMONT,K-8 School,3.0
,K190,PS 190 SHEFFIELD,Elementary School,2.0
,K202,PS 202 ERNEST S JENKYNS,K-8 School,5.0
,K213,PS 213 NEW LOTS,Elementary School,4.0
,K214,PS 214 MICHAEL FRIEDSAM,Elementary School,3.0
,K218,JHS 218 JAMES P SINNOTT,Middle School,5.0
,K224,PS 224 HALE A WOODRUFF,Elementary School,3.0
,K260,PS 260 BREUCKELEN,Elementary School,3.0
,K273,PS 273 WORTMAN,Elementary School,2.0
,K290,PS 290 JUAN MOREL CAMPOS,Elementary School,4.0
,K292,JHS 292 MARGARET S DOUGLAS,Middle School,4.0
,K302,JHS 302 RAFAEL CORDERO,Middle School,3.0
,K306,PS 306 ETHAN ALLEN,K-8 School,3.0
,K311,ESSENCE SCHOOL,Middle School,3.0
,K328,PS 328 PHYLLIS WHEATLEY,K-8 School,3.0
,K345,PS 345 PATROLMAN ROBERT BOLDEN,Elementary School,3.0
,K346,PS 346 ABE STARK,Elementary School,4.0
,K364,I S 364 GATEWAY,Middle School,4.0
,K409,EAST NEW YORK FAMILY ACADEMY,Middle School,5.0
,K409,EAST NEW YORK FAMILY ACADEMY,High School,3.0
,K420,FRANKLIN K LANE HIGH SCHOOL,High School,2.0
,K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S,High School,4.0
,K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH,High School,1.0
,K030,IS 30 MARY WHITE OVINGTON,Middle School,4.0
,K048,PS 048 MAPELTON,Elementary School,4.0
,K062,JHS 062 THE DITMAS,Middle School,4.0
,K069,PS 69 Vincent D. Grippo School,Elementary School,4.0
,K102,PS 102 THE BAYVIEW,Elementary School,4.0
,K104,PS / IS 104 THE FORT HAMILTON SCHOOL,K-8 School,3.0
,K105,PS 105 THE BLYTHEBOURNE,Elementary School,4.0
,K112,PS 112 LEFFERTS PARK,Elementary School,4.0
,K127,PS 127 MCKINLEY PARK,Elementary School,5.0
,K160,PS 160 William T. Sampson,Elementary School,3.0
,K163,PS 163 BATH BEACH,Elementary School,3.0
,K164,PS 164 CAESAR RODNEY,Elementary School,5.0
,K170,PS 170 LEXINGTON,Elementary School,3.0
,K176,PS 176 OVINGTON,Elementary School,4.0
,K179,PS 179 KENSINGTON,Elementary School,3.0
,K180,PS 180 HOMEWOOD,Elementary School,3.0
,K185,PS 185 WALTER KASSENBROCK,Elementary School,3.0
,K186,PS 186 DR. IRVING A GLADSTONE,Elementary School,4.0
,K187,I S 187,Middle School,5.0
,K192,PS 192 BROOKLYN,Elementary School,4.0
,K200,PS 200 BENSON SCHOOL,Elementary School,4.0
,K201,JHS 201 THE DYKER HEIGHTS,Middle School,4.0
,K204,PS 204 VINCE LOMBARDI,Elementary School,4.0
,K205,PS 205 CLARION,Elementary School,3.0
,K220,JHS 220 JOHN J PERSHING,Middle School,3.0
,K223,JHS 223 THE MONTAUK,Middle School,5.0
,K227,JHS 227 EDWARD B SHALLOW,Middle School,3.0
,K229,PS 229 DYKER,Elementary School,4.0
,K247,PS 247 BROOKLYN,Elementary School,4.0
,K259,JHS 259 WILLIAM MCKINLEY,Middle School,3.0
,K445,NEW UTRECHT HIGH SCHOOL,High School,5.0
,K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLO,High School,5.0
,K490,FORT HAMILTON HIGH SCHOOL,High School,4.0
,K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,High School,5.0
,K090,PS 90 EDNA COHEN SCHOOL,Elementary School,3.0
,K095,PS 095 THE GRAVESEND,K-8 School,4.0
,K096,IS 096 SETH LOW,Middle School,3.0
,K097,PS 97 The Highlawn,Elementary School,4.0
,K098,IS 98 BAY ACADEMY,Middle School,5.0
,K099,PS 099 ISAAC ASIMOV,K-8 School,4.0
,K100,PS 100 THE CONEY ISLAND SCHOOL,Elementary School,4.0
,K101,PS 101 THE VERRAZANO,Elementary School,3.0
,K121,PS 121 NELSON A ROCKEFELLER,K-8 School,4.0
,K128,PS 128 BENSONHURST,Elementary School,4.0
,K153,PS 153 HOMECREST,Elementary School,3.0
,K177,PS 177 THE MARLBORO,Elementary School,3.0
,K188,PS 188 MICHAEL E BERDY,Elementary School,3.0
,K199,PS 199 FREDERICK WACHTEL,Elementary School,3.0
,K209,PS 209 MARGARET MEAD,K-8 School,3.0
,K212,PS 212 LADY DEBORAH MOODY,Elementary School,4.0
,K215,P.S.  215  MORRIS H.  WEISS,Elementary School,3.0
,K216,PS 216 ARTURO TOSCANINI,Elementary School,3.0
,K225,P.S. 225   THE EILEEN E ZAGLIN,K-8 School,2.0
,K226,PS 226 ALFRED DE B.MASON,K-8 School,4.0
,K228,IS 228 DAVID A BOODY,Middle School,2.0
,K238,PS 238 Anne Sullivan,K-8 School,1.0
,K239,Mark Twain I.S. 239 for the Gifted & Talented,Middle School,4.0
,K253,PS 253,Elementary School,5.0
,K281,IS 281 JOSEPH B CAVALLARO,Middle School,4.0
,K288,PS 288 THE SHIRLEY TANYHILL,K-8 School,3.0
,K303,IS 303 Herbert S. Eisenberg,Middle School,5.0
,K329,PS 329 SURFSIDE,Elementary School,3.0
,K410,ABRAHAM LINCOLN HIGH SCHOOL,High School,3.0
,K525,EDWARD R. MURROW HIGH SCHOOL,High School,4.0
,K540,JOHN DEWEY HIGH SCHOOL,High School,4.0
,K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HI,High School,3.0
,K690,BROOKLYN STUDIO SECONDARY SCHOOL,Middle School,4.0
,K690,BROOKLYN STUDIO SECONDARY SCHOOL,High School,4.0
,K014,JHS 014 SHELL BANK,Middle School,3.0
,K052,PS 052 SHEEPSHEAD BAY,Elementary School,4.0
,K078,JHS 078 ROY H MANN,Middle School,3.0
,K109,PS 109,K-8 School,4.0
,K119,PS 119 AMERSFORT,Elementary School,4.0
,K134,K134,Elementary School,4.0
,K139,PS 139 ALEXINE A. FENTY,Elementary School,4.0
,K152,SCHOOL OF SCIENCE & TECHNOLOGY,Elementary School,4.0
,K193,PS 193 GIL HODGES,Elementary School,5.0
,K194,PS 194 RAOUL WALLENBERG,Elementary School,3.0
,K195,PS 195 MANHATTAN BEACH,Elementary School,4.0
,K197,PS 197 BROOKLYN,Elementary School,3.0
,K198,PS 198 BROOKLYN,Elementary School,4.0
,K203,PS 203 FLOYD BENNETT,Elementary School,5.0
,K206,PS 206 JOSEPH F LAMB,K-8 School,4.0
,K207,PS 207 ELIZABETH G. LEARY,K-8 School,4.0
,K217,PS 217 COLONEL DAVID MARCUS SCHOOL,Elementary School,4.0
,K222,PS 222 KATHERINE R SNYDER,Elementary School,4.0
,K234,JHS 234 ARTHUR W CUNNINGHAM,Middle School,4.0
,K236,PS 236 MILL BASIN,Elementary School,5.0
,K240,ANDRIES HUDDE,Middle School,4.0
,K245,PS 245,Elementary School,2.0
,K251,PS 251 PAEDERGAT,Elementary School,3.0
,K254,PS 254 DAG HAMMARSKJOLD,Elementary School,4.0
,K255,PS 255 BARBARA REING SCHOOL,Elementary School,5.0
,K269,PS 269 NOSTRAND,Elementary School,4.0
,K277,PS 277 GERRITSEN BEACH,Elementary School,3.0
,K278,JHS 278 MARINE PARK,Middle School,3.0
,K312,PS 312 BERGEN BEACH,Elementary School,3.0
